"airport_name","link","title","author","author_country","date","content","experience_airport","date_visit","type_traveller","overall_rating","queuing_rating","terminal_cleanliness_rating","terminal_seating_rating","terminal_signs_rating","food_beverages_rating","airport_shopping_rating","wifi_connectivity_rating","airport_staff_rating","recommended"
"los-angeles-lax-airport","/airport-reviews/los-angeles-lax-airport","Los Angeles Lax Airport customer review","W Pollitt","United States","2010-03-27","TBIT terminal is a real joke upon arrival. Getting through immigration takes up too much time - as baggage gets jammed on the carousel. I was one of the first through immigration and could witness the jam. Then getting through customs was another long wait. I noticed very rude staff when a visitor from Russia had simple questions on what to do at the customs line docments etc. Totally uncalled for.","","","","1.0","1.0","3.0","","","","3.0","","","0"
"los-angeles-lax-airport","/airport-reviews/los-angeles-lax-airport","Los Angeles Lax Airport customer review","E Mabley","United States","2010-03-11","Terminal 3 (Virgin America Frontier Alaska Horizon). T3 is one of the older terminals at LAX and it definitely shows its age. The corridors are poorly lit there is not enough floor space or seating for the number of gates and the floors and carpeting are worn and dirty. Not enough restrooms and food/beverage/shopping is of low quality. There is however a very good view of the north runways and not as much of a walk between curbside/check-in and gate as in other LAX terminals. Security queues and TSA efficiency seem a bit better than average for US airports.","","","","2.0","3.0","1.0","","","","1.0","","","0"
"los-angeles-lax-airport","/airport-reviews/los-angeles-lax-airport","Los Angeles Lax Airport customer review","J Silverstone","United Kingdom","2010-02-27","Readers may be pleased to hear that reconstruction and expansion of the Tom Bradley International Terminal began this week with a brand new state of the art concourse slated to open in 4 years. Costing over $1 billion and employing over 4000 the terminal will be brought up to standards expected at a major airport.","","","","4.0","3.0","3.0","","","","3.0","","","0"
"los-angeles-lax-airport","/airport-reviews/los-angeles-lax-airport","Los Angeles Lax Airport customer review","David Russell","United Kingdom","2010-02-23","Arrived by United at the international terminal. Usual US farce with collecting bags then re sending them off for the next flight. Had to exit the terminal and walk around to terminal seven about a 10-15 minute walk then through security again for the domestic flight. Security and immigration was quite quick though. Allow plenty of time to connect. On the return it was great. Arrived at the United terminal seven and departed from the same location about five gates away. Very busy terminal but it has shops and restaurants and seating.","","","","4.0","5.0","5.0","","","","3.0","","","0"
"los-angeles-lax-airport","/airport-reviews/los-angeles-lax-airport","Los Angeles Lax Airport customer review","R Kunz","Australia","2010-02-06","A horror of an Airport. In need of a demolition and rebuild and staff need training on how to be courteous. I travelled through here on business 5 years ago and recently decided to take the family to Disneyland and nothing had changed. We expected LAX which is a major hub to be at minimum world standard. Nowhere to sit due to over crowding no where to eat at TBIT and chaos is the only way to describe security and immigration. I think San Francisco is the way to go.","","","","1.0","1.0","3.0","","","","1.0","","","0"
"los-angeles-lax-airport","/airport-reviews/los-angeles-lax-airport","Los Angeles Lax Airport customer review","N Werner","Switzerland","2010-01-01","Arrived and departed on AA from / to LHR and was using T4 (AA own terminal) at LAX. Since AA only has two international flights a day from LAX (to NRT and LHR) the facilities were pretty straightforward and easy to use. However when we arrived there were only three people at immigration (2 for foreigners and 1 for US citizens) so I was glad that I ran from the plane to immigration as people who came out last had to queue quite a while to get through. I waited for approx 15 minutes but the immigration officer was pretty friendly and efficient. After immigration my luggage was waiting and I could go through customs where again only two officers were handling almost 300 pax. All in all I was at my car rental in 45minutes after touch-down which was not bad. When I departed the check-in hall was quite busy and AA has implemented the self service check-in everywhere so you could see many pax who were confused and needed help by the grumpy ground staff. TSA was quite quick and so was security. There is no immigration if you leave from T4 on an international flight and you just hand your departure card to the ground staff at the gate. Facilities are so so at T4 and consists of a few shops selling magazines etc and two mexican restaurants. Since it was before Christmas the terminal was quite full and it seemed every flight that day was overbooked. Restrooms were ok but I have seen better and cleaner ones at other airports. I think T4 is not a bad terminal to use and I found it to be quite efficient and rather modern in comparison to other terminals at LAX.","","","","4.0","3.0","3.0","","","","3.0","","","0"
"los-angeles-lax-airport","/airport-reviews/los-angeles-lax-airport","Los Angeles Lax Airport customer review","R Saraswat","India","2009-12-20","Coming into LAX from DXB a breeze. When you are leaving LAX the trouble starts - there is a major confusion at the check-in area.","","","","3.0","1.0","3.0","","","","3.0","","","0"
"los-angeles-lax-airport","/airport-reviews/los-angeles-lax-airport","Los Angeles Lax Airport customer review","Dan Jones","Australia","2009-12-08","I would agree that Terminal 3 is not big enough to accommodate V Australia Virgin America and Alaska Airlines and I would recommend that you eat elsewhere before heading through security. Other than that queue times were minimal I had heard horror stories but in my case I must have been lucky.","","","","3.0","5.0","3.0","","","","1.0","","","0"
"los-angeles-lax-airport","/airport-reviews/los-angeles-lax-airport","Los Angeles Lax Airport customer review","John Oram","United Kingdom","2009-12-05","Check in was a breeze and the airline were going to take the baggage to the bizarrely elaborate TSA screening so no separate queue for us as on previous occasions. TBIT is still under construction but there are signs of progress. Security staff were noticably courteous but the processes remain frustratingly pointless. In response to previous comments there various staff members shouting out stuff but only in a very general public announcement kind of way. In addition to failing to appreciate the futility of their role they also fail to understand that shouting in English is going to miss about 80% of the audience in TBIT. There is a pinch point for a particularly slow passport and boarding card check and I am glad we were in Fast Track. TSA have completely failed to acknowledge that if they are going to be so puzzlingly meticulous they need more than two people assigned to that task.","","","","3.0","3.0","3.0","","","","3.0","","","0"
"los-angeles-lax-airport","/airport-reviews/los-angeles-lax-airport","Los Angeles Lax Airport customer review","Michael Sommerville","Denmark","2009-11-29","My own recent experience with LAX is top notch. Coming from AMS on KLM with my bike in the lugage compartment of the plane everything went smooth. Passport controls quick and with good friendly touches from the customs officer and arriving into the baggage claim area - less than 20 minutes after walking off the flight I was happy to my bike was waiting for me in pristine condition. Same on return no hold ups straight through and with a very effective and happy crew at the security check. LAX was good to me - five out of five stars!","","","","5.0","5.0","5.0","","","","3.0","","","0"
"los-angeles-lax-airport","/airport-reviews/los-angeles-lax-airport","Los Angeles Lax Airport customer review","John Oram","United Kingdom","2009-11-26","I tell it like I find it. Our latest arrival at LAX was pretty pleasant. We arrived on time on BA279 from LHR and in spite of recent Lufthansa and Korean arrivals we had no problems. The light airy immigration hall was well manned and staff were courteous (enough). It is comforting to be able to see back from the baggage carousel just in case your partner is having any problems getting through. Baggage was delivered quickly and the customs line was short. The exit areas are under heavy refurbishment and unattractive but the rental shuttle came within moments.","","","","4.0","5.0","1.0","","","","3.0","","","0"
"los-angeles-lax-airport","/airport-reviews/los-angeles-lax-airport","Los Angeles Lax Airport customer review","Steve Hayes","New Zealand","2009-11-10","I have used LAX three times over the past week. Coming into LAX in terminal two then another flight out from terminal 8 with the last flight leaving from terminal two. All times were a breeze. On arrival I was processed by a pleasant immigration officer and was kerbside within 45 minutes of landing. Terminal eight (United Express) a few days later was easy to navigate quick security reasonable selection of food outlets once past security. Flying internationally from terminal two on the last flight was a breeze. 10 minutes to process security and screening then onto a very good Air NZ lounge. Unlike others I experienced no surly or unhelpful staff - which to be honest is a surprise given past experience here.","","","","4.0","5.0","3.0","","","","3.0","","","0"
"los-angeles-lax-airport","/airport-reviews/los-angeles-lax-airport","Los Angeles Lax Airport customer review","Neil Ramsay","Australia","2009-10-12","Arrived late afternoon at TBI. Long queues at immigration but moving quickly. INS staff surprisingly civil compared to other times. Long delay collecting baggage and a long queue for customs. Time from landing to out onto the street 2 hours. Dinner upstairs at TBI. Lots of construction going on but managed to find a place with a half decent sit down meal. Then walked to Terminal 5 for NWA kiosk check in and bag drop which was quick and efficient. Security check was somewhat chaotic with long queues at the machines holding up pre security boarding pass check which caused congestion and confusion. Resulted in my boarding pass being checked 3 times in the space of a few yards and a somewhat gruff exchange with the person concerned! Once airside terminal 5 was spacious and comfortable for our long wait. Toilets clean flight info readily available snack bars ok. Arrived back 4 weeks later thru Terminal 5 with no problems and walked to Terminal 3 for Virgin Australia check in. Small area and very hot and crowded with long queues with 2 VA flights due for departure within one hour of each other. Security check was efficient and quick. Food situation in this terminal airside is dire. Eat somewhere else before hand. Plenty of room to sit and wait however in the 1960's style decor. Not a bad LAX experience overall.","","","","3.0","1.0","1.0","","","","3.0","","","0"
"los-angeles-lax-airport","/airport-reviews/los-angeles-lax-airport","Los Angeles Lax Airport customer review","Jane Tuckett","United Kingdom","2009-10-07","We travelled Amsterdam to Los Angeles LAX. Although I'd flown out of Los Angeles before and into it I'd never made it as a port of entry followed by a connecting flight. I don't know if we were just lucky but there didn't seem an enormous amount of people waiting to clear Customs when we reached the Immigration Hall a large number of officials doing passport checks etc on duty someone checking entry forms as you waited and the whole process did not take long. Didn't time it but might have been 30-45 mins. No great crowd at Customs to tell him you didn't have anything and hand your form in. After dropping the bags at LAX we then needed to get to Terminal 5 from Terminal 2 and there were staff standing around asking where you needed to get to and then giving you directions. As we had plenty of time for the next flight we walked and it's a simple route. Again the security checks to get to our gate were pretty quick. I would quite happily use LAX again. Don't quite understand why we were told to complete those ESTA (?) forms over the Internet for Immigration before we left for the trip as we still had to fill in one of those visitors green and white cards given out on the plane.","","","","5.0","3.0","3.0","","","","3.0","","","0"
"los-angeles-lax-airport","/airport-reviews/los-angeles-lax-airport","Los Angeles Lax Airport customer review","E Robertson","United Kingdom","2009-10-05","Spent 2 hours in transit here while travelling Air New Zealand from Auckland to London. Long queues rude staff and a lounge from hell. Would not recommend. Routine was as follows- get off plane stand in line for 20 minutes then go to immigration stand in line for further 30 minutes get shouted at by official fingerprints taken get blamed for the machine not working wait in line to go back up to lounge right next to plane wait in lounge for hour with no entertainment then board plane in fouler mood than when you started.","","","","1.0","1.0","3.0","","","","1.0","","","0"
"los-angeles-lax-airport","/airport-reviews/los-angeles-lax-airport","Los Angeles Lax Airport customer review","L Pulliam","United States","2009-10-04","I must be one of the lucky ones as I never have any problems at LAX and I travel through there 3-4 times a year. Just last week we flew in and out of LAX with Southwest Airlines. The area was clean good signage and we were off the plane and had our bags and out off the airport in 15 minutes. Record breaking time as far as I am concerned which was great as we were on a very tight time schedule that evening. On our flight home the ground staff were very pleasant and in a good mood which made the whole experience very nice. We will be back there (LAX) in a few months for an international flight so we'll see how things go then but for now I have to give LAX a thumbs up.","","","","4.0","5.0","3.0","","","","5.0","","","0"
"los-angeles-lax-airport","/airport-reviews/los-angeles-lax-airport","Los Angeles Lax Airport customer review","Brian Smith","Japan","2009-08-20","This airport is really shabby even JFK is better. Delta's terminal 5 is dirty and extremely crowded. Getting between the terminals is ridiculously inconvenient. Either you wait for a bus to putt putt around to the various terminals or just walk like I did. The place seems to be under renovation and the Tom Bradley International Terminal where Korean Air ANA TAP and Air Tahiti Nui go out of looked to be renovated already and quite nice. The Star Alliance lounge over there was outstanding. Even the security lines were not overcrowded and functioned well. If they can uniformly get the whole dump to look like the renovated parts of TBI then it could be a good experience.","","","","3.0","3.0","1.0","","","","1.0","","","0"
"los-angeles-lax-airport","/airport-reviews/los-angeles-lax-airport","Los Angeles Lax Airport customer review","Colin Shi","United States","2009-08-16","I arrived from a Continental flight from Houston and had to connect to a JAL flight bound for Narita. I asked some workers where Japan Airlines is and they just say Tom Bradley Intl. Terminal. At first I didn't know what a TBIT was since no one would help me until I looked at the map. To get there I had to exit Terminal 6 cross several streets that are full of traffic and catch a shuttle bus to get there. Then the TBIT is so old that part of the check-in area is being rebuilt resulting in long lines. The seating area is so small that it only provides half the seats required for a full 747. And the best part is the restroom. They are totally disgusting and look like they are cleaned once a week. However my arrival experience was a bit better. The arrivals of the TBIT have been renovated. Immigration took nearly 20 mins. but baggage arrived very quickly. Overall a very disgusting airport. Tom Bradley should be growling in his grave. This airport is an embarrassment to the United States since so many international flights arrive and depart from LAX. Next time I will surely use SFO when traveling to Asia next time.","","","","2.0","1.0","1.0","","","","3.0","","","0"
"los-angeles-lax-airport","/airport-reviews/los-angeles-lax-airport","Los Angeles Lax Airport customer review","C Barkei","China","2009-08-13","We flew into LAX from Seoul - the arrivals and connection on to San Diego was not too bad and the domestic terminal (United) was reasonable for the hour wait. Our return was pretty dreadful - TBI is a joke in terms of customer service direction queues and confusion. The agents were unfailingly polite - except two ladies serving hotdogs from a concession - some of the most abrupt and rude people I have ever met. Facilities waiting for an outbound international flight are simply unacceptable.","","","","1.0","1.0","1.0","","","","1.0","","","0"
"los-angeles-lax-airport","/airport-reviews/los-angeles-lax-airport","Los Angeles Lax Airport customer review","R de Villa","United States","2009-08-11","Terminals 1 and TBIT. Arrived on Southwest Airlines and was self-connecting to a flight on EVA Air. Bags from Southwest came out within 10 minutes. Since it was evening walk from Terminal 1 to TBIT on departure level was easy (~10 minutes). TBIT is still undergoing renovations but some parts are complete. After check-in spent time at ReLAX lounge behind food court. Nice views WiFi and snacks. Line for security was short. Since EVA's departure was at 1 AM I did not go through security until after midnight. Unfortunately shops were closed. Could not buy water for the trip which was not good. Despite the renovated area the departure gate did not have enough seats for everyone. The bathroom close by looked newly renovated but cleaning crew did a poor job of keeping it clean. On the return we lucked out since TBIT was not yet busy. Friendly immigration officer. Baggage carousels were awful. Although they were new the carousels couldn't handle the volume of bags from one 744. The carousel would stop and a baggage handler would have to make room for the bags. Too bad none of his colleagues wearing the same uniform helped him. Customs/agriculture officer gave us the LAX attitude reported previously.","","","","3.0","5.0","1.0","","","","1.0","","","0"
"luanda-airport","/airport-reviews/luanda-airport","Luanda Airport customer review","Alexander Bertilsson","Sweden","2013-10-22","This Airport is horrible the food is the lowest quality you can imagine. The staff are unfriendly and the chairs that you can use while waiting in the cafeteria are really bad. But there is one positive thing: they have Heineken beer!","","","","","1.0","3.0","","","","1.0","","","0"
"luanda-airport","/airport-reviews/luanda-airport","Luanda Airport customer review","P Esteves","","2012-05-22","Airport was refurbished 2 years ago. Whilst it has improved markedly it retains many problems. A limited number of check-in desks and numbers 1-6 have been broken for months. You still need to arrive early for your flight as all airlines except TAAG have a very limited number of desks available to share for check-in. Both landside and airside the selection of restaurants has improved markedly. Landside an unremarkable pizza is $25 and a pretty poor hamburger is $18. Airside is slightly more expensive. The lavatories frequently still do not have toilet paper or soap but are generally much cleaner than they used to be. Some even have lockable doors these days. It seems the attitude is that by spending on a bit of bling this will make everything ok rather than extending the airport to increase its capacity. This airport only has two gates. One quite nice one for TAAG and another for every other airline. When two airlines are trying to board using the same gate this often means there are not enough seats.","","","","3.0","1.0","2.0","","","","1.0","","","0"
"luanda-airport","/airport-reviews/luanda-airport","Luanda Airport customer review","F Sadiqg","Angola","2011-09-20","The airport is generally well managed with efficient immigration both for arrival and departure. The place is well kept and maintained. It took me only 5 minutes to clear immigration. Staff are courteous and speak some English. The luggage carousal is efficient and customs staff polite. There may be some time taken at the customs screening as passengers queue up at the scanners but not for long. Overall a good experience.","","","","4.0","3.0","5.0","","","","3.0","","","0"
"luanda-airport","/airport-reviews/luanda-airport","Luanda Airport customer review","W Miller","","2010-09-06","This airport has transformed and there is now a new terminal self check-in kiosks computer check-in LCD screens with flight departure information two restaurants and plenty of seating. While simple and basic it is nice and clean. There is a new TAAG premium lounge which is nice. Airport staff were mostly friendly.","","","","4.0","","","","","","","","","0"
"luanda-airport","/airport-reviews/luanda-airport","Luanda Airport customer review","J Lynde","","2009-11-17","Make sure you have your ticket number when checking in at this airport. The computer system very rarely works and if you don't have your electronic ticket number you won't be checked in. Those with only an itinerary print out will not be given boarding passes. In addition ""free seating"" makes the boarding of a full 747 total pandemonium. Make sure you get to the airport much earlier than the two-hour recommendation.","","","","1.0","","","","","","","","","0"
"luanda-airport","/airport-reviews/luanda-airport","Luanda Airport customer review","Holly Whitehead","","2009-10-26","This airport is horrendous however it's West Africa! I spent 2 yrs passing through this airport every 5 weeks and eventually you get used to it. Angola hasn't long been out of a civil war and there are many more pressing issues within the country that need money spending on them. Over those 2 yrs the airport did improve. There is now a seating area for those waiting the return of their passport with the visa on arrival. Last time I was there they had actually put a ceiling in the arrivals immigration area. On departure I have 2 tips - get there much earlier than 2 hrs before departure and always have $5-$10 on you to give the people who offer ""assistance"". This helps you beat the queue to join the check in queue. Make sure your ipod is fully charged and you have a good book and you'll be fine. Also take water with you as the shop and cafe are rarely open (at least they don't usually open in time for the TAP morning return to Lisbon!). So in comparison to say Heathrow this airport is dire at best but under the circumstances it could be a lot worse!","","","","2.0","","","","","","","","","0"
"luanda-airport","/airport-reviews/luanda-airport","Luanda Airport customer review","Peter Edinbane","","2008-01-02","I recently had an experience that for me just about sums up the level of disrespect the traveller can expect at Luanda airport. After the usual interminable ""check in process"" we were herded into the departure lounge. There are no PA announcements here of course and no departures boards. Instead an airport employee will sometimes appear and mumble something about the flight boarding. So be vigilant. We had to stand at the gate while the airport workers went through an old tradition of Luanda airport- the time honoured tradition of ""finding out who has the key to the glass doors"". This involves innumerable cell phone conversations radio messages borrowing someone else's radio because your radio no longer works etc etc. But eventually the key was found and we were allowed on the bus which takes the passengers out to the plane.","","","","1.0","","","","","","","","","0"
"luanda-airport","/airport-reviews/luanda-airport","Luanda Airport customer review","J Ross","","2007-08-02","Luanda Airport would be hilarious if it wasn't so bad. Everything that has been said below is true and having gone in and out 10+ times in 18 months I would know. Check in is becoming an increasingly unfunny joke. For the 1405 SAA departure to JNB (TuThSa) you now need to be there at 9am. On the last two occasion we were held outside the check in area for 45 minutes whilst waiting for the TAP check in to close. Well that's what they told us. The fact they can't check in more than one flight at a time should tell you something. In reality there did seem to be people getting through to check in though so I suspect some greenbacks were going to security guards or these were 'friends'. Once through to check in things went smoothly enough thanks to being in the business class queue. Well worth paying the extra money for a business seat just to avoid the economy queue. The check in attendent managed to check my bags through on my Air France connection from JNB without any trouble. Immigration and security is fine as long as you are near the front of the check in queue. Now you will inevitably get pulled over by the fiscal police who are just making sure you don't take the local currency out of the country (not security as was mentioned below). They will however take any bribe you offer them should you not know any Portuguese and / or don't understand that just saying no usually work! Go upstairs to the bar - mosquito's cheap beer and little aircon. You can of course go to TAAG's business lounge which is barely acceptable though now has wireless. Or pay 20 bucks to go to another lounge which has less to offer but has aircon! And there you sit ipod on reading for around 3 hours before being called to baord the plane - before it has even come in from JNB!!! So you go down past another security check and are penned in there for an hour before being allowed on the bus to take you to the plane. Overall the place is a farce and is not befitting of a country that is attracting more and more traffic every year. Apparently plans for the new airport went on hold as they found a seam of diamonds in the ground they were going to build on so it could be a while before the situation improves!","","","","1.0","","","","","","","","","0"
"luanda-airport","/airport-reviews/luanda-airport","Luanda Airport customer review","R Thomson","","2007-07-05","Other reviews are spot on. On arrival immigration is like some Orwellian post-communist throwback nightmare almost designed for psychological torture. Make sure you have the immigration form filled in on the plane and you get it stamped (show the guy yellow fever cert.). The immigration officials are painfully slow and exeptionally bossy and rude there is no A/C (by the way there are different queues but no one cares which one you're in choose the shortest) it is mosquito infested and dirty... shabby. the toilets will make you want to vomit.... after you've been to the immigration desk they will take your passport from you and you will have to wait an age to get it back with your visa... there are no seats. This is a good time to try and get your luggage sometimes the officials will let you through to get it sometimes not it's completely random just like everything else... expect anything as they change the procedures regularly and without informing anyone. Once you have your bags you're almost there just have to negotiate corrupt officials searching your bag and being accosted by local con men/pick- pockets once you're outside. I can't even begin to describe departure.... long queues to get through.. be careful when you go past duty free as there is a security check (a guy in a glass room looking for a bribe) once you are upstairs it's a bit easier.","","","","1.0","","","","","","","","","0"
"luanda-airport","/airport-reviews/luanda-airport","Luanda Airport customer review","James Ourrie","","2007-06-05","The comments posted by Marc Lurie last year are all still valid. This place is totally unbelievable it is VERY disorganised and you should expect to take approx. 1 hour to clear immigration on the way in. Power cuts are frequent. There always seem to be lots of ""officials"" charging about talking into radios and moblile phones continually. But nothing ever seems to get done. And the immigration officials who will ""oh- so seriously"" scan your passport are chosen not so much for their intelligence as for their family connections. Petty irritations are the order of the day and all procedures are subject to frequent change by word of mouth without prior warning. The toilets are UNBELIEVABLE and the stench of raw sewage permeates most of the upper departure lounge. Mosquitos feast on their European and American prey while they stand in the endless  demeaning queues.","","","","1.0","","","","","","","","","0"
"luanda-airport","/airport-reviews/luanda-airport","Luanda Airport customer review","George Amis","","2006-09-10","I travelled through Luanda on business a while back and it is one hell of an experience. I was lucky that I arrived on a 2/3rds empty plane so getting through arrivals was relatively quick but another 50-100 people and it would have been hell. 35c+ mosquitos a plenty and surly passport control staff. Leaving was even more bizzare. You have to check in 4 or 5 hours before your flight again in a building with no apparent air conditioning. After this I was bribed ($20) to get through customs without hassle about my hand luggage and you then wait at the one bar/cafe for 3 hours for your flight. One positive thing at Luanda is your fellow passengers. Bonded by the grim but occasionally amusing experience everybody seemed ridiculously friendly and I ended up spending an entertaining 3 hours drinking Portuguese beer in the company of Brazilians South Africans and Angolans.","","","","","","","","","","","","","0"
"luanda-airport","/airport-reviews/luanda-airport","Luanda Airport customer review","Marc Lurie","","2006-07-10","Here are a few tips to help you through. The minute you ghet through the entrance doors into the arrivals hall go to the desk/counter on the right hand side. (You'll see plenty of other people there waving their arrival forms around. Give the guy at the counter your arrival form and your Yellow Fever certificate. He will stamp the back of the arrival form and then you can stand in the passport queue. If you don't get the stamp you will wait in the queue for an hour and then be turned back for the stamp. If you don't have a Yellow Fever card don't even bother standing in the queue. Go straight to the ""Saude"" clinic on the left hand side of the builing. They will try to charge you to give you an injection. You can usually get a counterfeit Yello Fever card from them without injections if you bribe the guy. Don't get caught bribing him. Better still make sure you have a Yellow Fever card. You'll stand in the passport queue for anywhere between 30 minutes to 2 hours. Don't lose your cool it won't help. Have a bottle of water in your carry-on luggage because it gets bloody hot in the airport and the AC seldom works. Once you're through passport control go through to the baggage area. If you're lucky the baggage will have already come off the conveyer belt and be stacked somewhere. Take your baggage and the little tag that's usually stuck on your ticket towards the exit. There is a checkpoint before the exit. Show the man your ticket and the little luggage tag. He will check it against the tag on your bags. You then have to choose the ""nothing to declare"" or ""something to declare"" exit. If you don't have anything to declare try to get to the far left of the security guy and keep against the wall all the way out. If you don't stick to the left there is a good chance that you will be stopped and your bags searched. If you really don't have anything to declare they'll rummage around in your bag for a while ask you a few questions be generally unpleasant and then let you go. If they find something that you should have declared then you're in trouble. The toilets in the airport are to be used only in emergencies and DON'T DRINK THE WATER (if there is any). When you leave from Luanda make sure you don't have any local currency on you. If you are searched it will be confiscated and you could miss your flight.","","","","","","","","","","","","","0"
"luang-prabang-airport","/airport-reviews/luang-prabang-airport","Luang Prabang Airport customer review","Peter Thackray","United Kingdom","2014-09-28","Arrived from Bangkok on time. Very small but friendly airport. A short walk from aircraft to Arrivals Hall. Visa On Arrival processed very quickly. One belt for baggage reclaim and free baggage trolleys. The airport is very small but everything works well and quickly. All activities on the ground floor with arrivals and toilets at one end and Departures at the other end. Basic facilities including bank/money change. Whilst the airport can take large aircraft the biggest it seems to handle is B737/A320 and more typically ATR72 size. A very pleasant airport to use.","","","","9.0","5.0","4.0","","","","3.0","","","1"
"luang-prabang-airport","/airport-reviews/luang-prabang-airport","Luang Prabang Airport customer review","Tim Oreilly","United Kingdom","2013-08-07","Lovely relaxing place. Friendly staff. Not much to do there but reasonably priced refreshments.","","","","10.0","5.0","4.0","","","","3.0","","","1"
"luang-prabang-airport","/airport-reviews/luang-prabang-airport","Luang Prabang Airport customer review","N Sutherland","United Kingdom","2011-11-04","Takes me back 30 years when air travel was actually fun. Nice little terminal 10 minutes from the middle of town from which does the job well but as the earlier post suggests bigger things are on the way. Check-In took two minutes and there's a nice restaurant at the far side of the car park that seems to accept pretty much any currency.","","","","8.0","5.0","5.0","","","","3.0","","","1"
"luang-prabang-airport","/airport-reviews/luang-prabang-airport","Luang Prabang Airport customer review","Ron Kuhlmann","","2010-10-28","A charming airport for a charming place. Given that it is only served by small aircraft the facilities are adequate. Accommodating an aircraft with 100+ seats would overwhelm the place. A new terminal is being built but this is a pleasant recollection of a much simpler time in air travel and a nice experience.","","","","4.0","","","","","","","","","0"
"luang-prabang-airport","/airport-reviews/luang-prabang-airport","Luang Prabang Airport customer review","Rob Boyce","","2009-07-14","Departed from here in July 2009. All items screened before entering the terminal building and check in handled quickly and easily. Security staff very friendly and allowed passengers to go outside the terminal building rather than sit inside. Passport control handled swiftly and efficiently. As stated previously the building has seen no improvement work over several years but is sufficient for present traffic levels.","","","","4.0","","","","","","","","","0"
"luang-prabang-airport","/airport-reviews/luang-prabang-airport","Luang Prabang Airport customer review","Ho Mun Hung","","2008-03-26","A small and unique airport. Arrival is easy apply for a visa if you need to if not cross the immigration (can be a bit slow) and collect your check in bag all done in a small hall. Remember to give the local staff the identification sticker given to you when you check in your bag. Once out of the hall you can change money but do note only a few major currency is accepted here! If you do not have anymore to pick you up be prepare to fork out uS$5 for a short 15-30 mins ride into town. Departure is a bit different from most airports first clear the security then you can check in and wait for your gate to open within the waiting area there is only a cafe and airlines office Bangkok Airways lounge is located within the arrival area so you will need to show the security personel your boarding pass to cross over to the arrival area the door to the lounge is located beside the security area. Once your gate is open then you can cross the immigration and after that you will be in another waiting room with a small gift shop which sells mainly gem stones. This waiting rooms offer you a good view of the planes parking outside the terminal and part of the runway. It might not be one of the best airport in the world but the airport staff are friendly and helpful the immigration officer are reasonable and fair and importantly everything seems to be in good order althought the airport might look a bit old.","","","","4.0","","","","","","","","","0"
"luang-prabang-airport","/airport-reviews/luang-prabang-airport","Luang Prabang Airport customer review","Xuess Wee","","2007-11-21","The airport isn't very big and looked rather old - none of the luxuries of the big International Airports. You embark and disembark right on the tarmac and walk right into custom clearance. Folks needing visa-on-arrival will have to purchase 1 there and then. There is only 1 luggage belt in Arrival. Wait patiently for your luggage before you exit the Arrival Gate. An officer will tear away your luggage identification tags before you could exit (I suppose it's some security thing) and they are quite particular about it. Thereafter you'll exit the Arrival Gate and walk right into a carpark with a money exchanger on your right. The Departure Hall is just next to the Arrival Hall but it's bigger with 1 small cafe and 1 very small shop. Remember to pay your Airport Tax and grab a receipt to show for it before entering customs. The airport is generally served by 2 airlines: Lao Airlines and Bangkok Airways. It is about half an hour from the Town centre via Tuk Tuk (US$5)","","","","3.0","","","","","","","","","0"
"luang-prabang-airport","/airport-reviews/luang-prabang-airport","Luang Prabang Airport customer review","G Lazaro","","2007-05-07","Arrived here on a Bangkok Airways ATR-72 from Bangkok Suvarnabhumi Airport on an April afternoon. The first thing most people will need to do after walking off the tarmac and into the small arrivals area in the terminal is line up for a visa. It takes a few minutes to do the paperwork so if you're late coming off the plane expect to wait about 10-15 minutes. Make sure to have a passport-sized photo and some cash preferably $US ready. After paying the appropriate fee depending on your nationality and picking up your passport with visa you'll get your passport stamped at the next booth. As I mentioned the arrivals area is very small so you immediately reach the baggage claim area after immigration. My bags were already off the belt and waiting on the floor. Passing through customs you can find your way to the exit where either your ride is waiting for you or you can head to the taxi counter and pay a flat fare of 5000 kip (or $US5) for a ride whether for 1 person or 4 people to your accomodation in Luang Prabang. For a plane with 50 passengers it's ok but I can't imagine how they'd be able to handle more than one arriving flight at a time.","","","","","","","","","","","","","0"
"luang-prabang-airport","/airport-reviews/luang-prabang-airport","Luang Prabang Airport customer review","Steve Mathers","","2006-07-10","I agree with the previous correspondent - though I would think that given the increase in tourism some money spent on security would not go amiss. When I was there the hold baggage screening machine was out of order so someone had cut a hole in the wall and we had to pass our baggage through so that the hand baggage machine could be used! then we took it back and proceeded to one of the 3 check in desks - 2 were open as there were 2 flights going out!","","","","","","","","","","","","","0"
"luang-prabang-airport","/airport-reviews/luang-prabang-airport","Luang Prabang Airport customer review","Hugues Martel","","2005-01-28","LPQ airport is relatively new. Facilities are limited but adequate. There is a moneychanger inside the terminal building. Food is available in the restaurant in the other side of the car park. On arrival taxis are available to go to the city but the service is quite expensive (5 US$).","","","","","","","","","","","","","0"
